,winner,loser,weight_class,event
20,TKO (punches),2:22,George Roop,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
21,Submission (reverse calf slicer),1:43,Eric Wisely,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
22,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,Shane Roller,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
23,KO (punches),4:24,Joey Beltran,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
24,Submission (guillotine choke),1:08,Dustin Jacoby,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
25,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,Diego Sanchez,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
26,TKO (punches),3:52,Dave Herman,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
27,"Decision (split) (29\xe2\x80\x9328, 28\xe2\x80\x9329, 29\xe2\x80\x9328)",5:00,Aaron Simpson,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
28,KO (punches),0:43,Phil De Fries,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
29,"Decision (unanimous) (30\xe2\x80\x9325, 30\xe2\x80\x9325, 30\xe2\x80\x9326)",5:00,Walel Watson,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
30,Submission (rear-naked choke),3:45,John Albert,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
31,KO (punches),1:32,Vagner Rocha,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
32,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 29\xe2\x80\x9328)",5:00,Anton Kuivanen,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
33,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9326, 30\xe2\x80\x9326)",5:00,Bernardo Magalhaes,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
34,Technical Submission (D\'Arce choke),1:07,Dustin Poirier,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
35,"Decision (split) (28\xe2\x80\x9329, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,Jorge Lopez,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
36,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,Jeremy Stephens,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
37,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9326, 30\xe2\x80\x9327)",5:00,Jeff Hougland,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
38,"Decision (unanimous) (29\xe2\x80\x9328, 30\xe2\x80\x9327, 29\xe2\x80\x9328)",5:00,Fabio Maldonado,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
39,KO (punch),0:50,Jason MacDonald,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
40,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,Dongi Yang,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
41,Submission (guillotine choke),3:05,Marcus LeVesseur,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
42,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,Carlo Prater,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
43,Submission (rear-naked choke),1:40,Kamal Shalorus,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
44,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,Jeff Curran,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
45,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,Alex Soto,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
46,"Decision (unanimous) (29\xe2\x80\x9328, 30\xe2\x80\x9327, 29\xe2\x80\x9328)",5:00,Ian McCall,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
47,Submission (rear-naked choke),4:33,Charlie Brenneman,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
48,KO (punch),4:56,Josh Neer,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
49,KO (punches),4:10,Scott Jorgensen,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
50,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,Carlos Eduardo Rocha,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
51,"Decision (split) (27\xe2\x80\x9330, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,Lance Benoist,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
52,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,Leonard Garcia,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
53,Submission (rear-naked choke),3:21,Jared Papazian,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
54,TKO (knee & punches),1:06,Justin Salas,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
55,"Decision (unanimous) (30\xe2\x80\x9327, 30\xe2\x80\x9327, 29\xe2\x80\x9328)",5:00,Caio Magalhaes,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
56,"Decision (split) (30\xe2\x80\x9327, 28\xe2\x80\x9329, 29\xe2\x80\x9328)",5:00,Bernardo Magalhaes,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
57,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,Jake Hecht,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
58,"Decision (unanimous) (49\xe2\x80\x9346, 50\xe2\x80\x9345, 49\xe2\x80\x9346)",5:00,Urijah Faber,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
59,"Decision (split) (29\xe2\x80\x9328, 28\xe2\x80\x9329, 29\xe2\x80\x9328)",5:00,Hector Lombard,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
60,"Decision (unanimous) (30\xe2\x80\x9328, 30\xe2\x80\x9327, 30\xe2\x80\x9327)",5:00,Shawn Jordan,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
61,"Decision (split) (29\xe2\x80\x9328, 28\xe2\x80\x9329, 29\xe2\x80\x9328)",5:00,Brian Ebersole,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
62,No Contest,2:02,Chris Clements,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
63,"Decision (unanimous) (29\xe2\x80\x9328, 29\xe2\x80\x9328, 29\xe2\x80\x9328)",5:00,Court McGee,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
64,No Contest,4:19,Roland Delorme,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
65,KO (punch),0:07,Anthony Perosh,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
66,Submission (rear-naked choke),1:39,Mitch Gagnon,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
67,KO (punches),1:11,Daniel Pineda,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
68,"Decision (split) (29\xe2\x80\x9328, 28\xe2\x80\x9329, 29\xe2\x80\x9328)",5:00,Mitch Clarke,UFC_on_Fuel_TV_Sanchez_vs_Ellenberger
